"LIDNUM","ORDER","FAMILY","GENUS","SPECIES","SUBORDERORSUPERFAMILY","SUBFAMILY","MAX_AGE","MIN_AGE","LAT","LONG","COUNTRY","STATE","COUNTY","LOC_SYNONYMS","BODYMASS","DIET_1","DIET_2","DIET_3","LOCOMO1","LOCOMO2","LOCOMO3"
20470,"Carnivora","Canidae","Vulpes","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","o","omnivore","anim_dom","te","\N","\N"
20470,"Carnivora","Felidae","Lynx","issiodorensis","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","30000","a","carnivore","meat_only","te","\N","\N"
20470,"Carnivora","Felidae","Homotherium","crenatidens","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","175072","a","carnivore","meat_only","te","surficial","gen_quad"
20470,"Carnivora","Ursidae","Ursus","etruscus","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","90000","o","omnivore","\N","te","surficial","gen_quad"
20470,"Perissodactyla","Equidae","Equus","stenonis","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","429622","p","herbivore","graze","te","surficial","cursorial"
20470,"Perissodactyla","Rhinocerotidae","Stephanorhinus","etruscus","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","965626","p","herbivore","browse","te","surficial","cursorial"
20470,"Proboscidea","Gomphotheriidae","Anancus","arvernensis","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","3827422","p","herbivore","br/gr","te","surficial","graviportal"
20470,"Proboscidea","Elephantidae","Mammuthus","meridionalis","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","9843577","p","herbivore","graze","te","surficial","graviportal"
20470,"Proboscidea","Mammutidae","Mammut","borsoni","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","8543657","p","herbivore","browse","te","surficial","graviportal"
20470,"Carnivora","Ursidae","Ursus","minimus","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","40000","o","omnivore","\N","te","surficial","\N"
20470,"Carnivora","Canidae","Canis","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","\N","\N","\N","te","\N","\N"
20470,"Carnivora","Mustelidae","Meles","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","15000","\N","\N","\N","\N","\N","\N"
20470,"Carnivora","Felidae","Lynx","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","a","carnivore","meat_only","te","\N","\N"
20470,"Carnivora","Canidae","Xenalopex","remenyii","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","\N","\N","\N","te","\N","\N"
20470,"Carnivora","Mustelidae","Xenictis","nestii","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","\N","\N","\N","\N","\N","\N"
20470,"Carnivora","Mustelidae","Lutra","bravardi","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","a","piscivore","\N","sa","\N","\N"
20470,"Carnivora","Felidae","Felis","lunensis","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","5000","a","carnivore","meat_only","te","\N","\N"
20470,"Perissodactyla","Equidae","Plesiohipparion","moritorum","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","graze","te","surficial","cursorial"
20470,"Artiodactyla","Camelidae","Camelus","bessarabiensis","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","\N","te","surficial","\N"
20470,"Artiodactyla","Cervidae","Eucladoceros","dichotomus","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","\N","te","surficial","\N"
20470,"Artiodactyla","Cervidae","gen.","dicranius","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","\N","te","surficial","\N"
20470,"Artiodactyla","Cervidae","Megaceros","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","\N","te","surficial","\N"
20470,"Artiodactyla","Bovidae","Tragospira","pannonica","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","\N","te","surficial","\N"
20470,"Artiodactyla","Bovidae","Parabos","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","graze","te","surficial","\N"
20470,"Artiodactyla","indet.","indet.","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","\N","\N","\N","\N","\N","\N"
20470,"Carnivora","Felidae","Panthera","indet.","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","a","carnivore","meat_only","te","\N","\N"
20470,"Carnivora","Hyaenidae","Pachycrocuta","brevirostris","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","120000","a","carnivore","m/bone","te","surficial","gen_quad"
20470,"Perissodactyla","Equidae","Equus","robustus","\N","\N",3.55,2.5,46.58,18.23,"Hungary","\N","Fejér","Kislang","\N","p","herbivore","graze","te","surficial","cursorial"
27130,"Proboscidea","Elephantidae","Stegolophodon","pseudolatidens","\N","\N",20.5,16.4,36.5438888888889,140.408055555556,"Japan","Ibaraki","Hitachiomiya","\N","\N","p","herbivore","\N","te","\N","\N"
23504,"Perissodactyla","Rhinocerotidae","Dihoplus","pikermiensis","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","1479002","p","herbivore","browse","te","surficial","gen_quad"
23504,"Artiodactyla","Bovidae","Palaeoreas","lindermayeri","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","45000","p","herbivore","br/gr","te","surficial","\N"
23504,"Artiodactyla","Bovidae","Oioceros","wegneri","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","60000","p","herbivore","browse","te","surficial","\N"
23504,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","\N","p","herbivore","graze","te","surficial","\N"
23504,"Artiodactyla","Bovidae","Protoryx","indet.","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","\N","p","herbivore","br/gr","te","surficial","\N"
23504,"Artiodactyla","Cervidae","Pliocervus","indet.","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","\N","p","herbivore","\N","te","surficial","\N"
23504,"Perissodactyla","Chalicotheriidae","Ancylotherium","indet.","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","\N","p","herbivore","browse","te","surficial","gen_quad"
23504,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","\N","p","herbivore","graze","te","surficial","hyper_curs"
23504,"Artiodactyla","Bovidae","Plesiaddax","indet.","\N","\N",7.6,7.1,37.857,32.103,"Turkey","\N","Konya","Konya Kiziloren: Kiziloren","\N","p","herbivore","\N","te","\N","\N"
20277,"Artiodactyla","Suidae","Listriodon","splendens","\N","Listriodontinae",12.85,11.2,48.6,16.6,"Austria","\N","\N","\N","165200","p","herbivore","browse","te","surficial","gen_quad"
20277,"Artiodactyla","Palaeomerycidae","Palaeomeryx","eminens","\N","\N",12.85,11.2,48.6,16.6,"Austria","\N","\N","\N","211390","p","herbivore","\N","\N","\N","\N"
20277,"Artiodactyla","Cervidae","Dicrocerus","elegans","\N","\N",12.85,11.2,48.6,16.6,"Austria","\N","\N","\N","50771","p","herbivore","br/gr","te","surficial","\N"
20277,"Artiodactyla","Cervidae","Heteroprox","larteti","\N","\N",12.85,11.2,48.6,16.6,"Austria","\N","\N","\N","38056","p","herbivore","browse","te","surficial","\N"
20277,"Artiodactyla","Cervidae","Stehlinoceros","elegantulus","\N","\N",12.85,11.2,48.6,16.6,"Austria","\N","\N","\N","30000","p","herbivore","br/gr","te","surficial","\N"
20277,"Artiodactyla","Bovidae","Tethytragus","langai","\N","\N",12.85,11.2,48.6,16.6,"Austria","\N","\N","\N","46787","p","herbivore","\N","te","\N","\N"
20277,"Primates","Hominidae","Griphopithecus","suessi","\N","\N",12.85,11.2,48.6,16.6,"Austria","\N","\N","\N","\N","\N","\N","\N","te","\N","\N"
21638,"Artiodactyla","Palaeomerycidae","Palaeomeryx","kaupi","\N","\N",16.4,14.2,48.367,16.333,"Austria","Lower Austria","\N","Kleinebersdorf","111737","p","herbivore","\N","\N","\N","\N"
20422,"Artiodactyla","Suidae","Listriodon","splendens","\N","Listriodontinae",12.85,11.2,48.22,11.36,"Germany","\N","\N","\N","165200","p","herbivore","browse","te","surficial","gen_quad"
21048,"Proboscidea","Gomphotheriidae","Anancus","arvernensis","\N","\N",5.3,2.725,40.15,21.2,"Greece","\N","Macedonia","\N","3827422","p","herbivore","br/gr","te","surficial","graviportal"
21172,"Perissodactyla","Rhinocerotidae","Aceratherium","incisivum","\N","\N",2.59,4.4166666666667,46.4,29.1,"Ukraine","\N","\N","\N","987988","p","herbivore","browse","te","surficial","gen_quad"
21172,"Proboscidea","Gomphotheriidae","Tetralophodon","longirostris","\N","\N",2.59,4.4166666666667,46.4,29.1,"Ukraine","\N","\N","\N","4489000","p","herbivore","br/gr","te","surficial","graviportal"
21172,"Proboscidea","indet.","indet.","indet.","\N","\N",2.59,4.4166666666667,46.4,29.1,"Ukraine","\N","\N","\N","\N","p","herbivore","\N","te","surficial","graviportal"
22095,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",3.55,1.9,52.45,107.55,"Russia","Bajkal area","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
22095,"Perissodactyla","Equidae","Equus","sanmeniensis","\N","\N",3.55,1.9,52.45,107.55,"Russia","Bajkal area","\N","\N","\N","p","herbivore","\N","te","\N","\N"
22095,"Artiodactyla","Cervidae","Euryceros","flabellatus","\N","\N",3.55,1.9,52.45,107.55,"Russia","Bajkal area","\N","\N","\N","p","herbivore","\N","te","\N","\N"
28159,"Artiodactyla","Bovidae","Gazella","sinensis","\N","\N",2.59,2.59,52,107,"Russia","\N","\N","\N","23000","p","herbivore","\N","te","surficial","cursorial"
28159,"Perissodactyla","Equidae","Equus","sanmeniensis","\N","\N",2.59,2.59,52,107,"Russia","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
24895,"Perissodactyla","Equidae","Cremohipparion","mediterraneum","\N","\N",8.9,7.6,42,23.0833,"Bulgaria","\N","\N","\N","187000","p","herbivore","br/gr","te","surficial","cursorial"
24895,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",8.9,7.6,42,23.0833,"Bulgaria","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
24895,"Carnivora","Ursidae","Indarctos","indet.","\N","\N",8.9,7.6,42,23.0833,"Bulgaria","\N","\N","\N","\N","a","carnivore","meat","te","\N","\N"
24895,"Proboscidea","indet.","indet.","indet.","\N","\N",8.9,7.6,42,23.0833,"Bulgaria","\N","\N","\N","\N","p","herbivore","\N","te","surficial","graviportal"
24895,"Artiodactyla","Giraffidae","Helladotherium","indet.","\N","\N",8.9,7.6,42,23.0833,"Bulgaria","\N","\N","\N","800000","p","herbivore","\N","te","surficial","\N"
24895,"Perissodactyla","Rhinocerotidae","Dicerorhinus","indet.","\N","\N",8.9,7.6,42,23.0833,"Bulgaria","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
24895,"Artiodactyla","Suidae","Hippopotamodon","major","\N","Suinae",8.9,7.6,42,23.0833,"Bulgaria","\N","\N","\N","330000","o","omnivore","plant_dom","te","surficial","gen_quad"
24896,"Perissodactyla","Equidae","Cremohipparion","macedonicum","\N","\N",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","86032","p","herbivore","graze","te","surficial","cursorial"
24896,"Artiodactyla","Bovidae","Palaeoreas","lindermayeri","\N","\N",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","45000","p","herbivore","br/gr","te","surficial","\N"
24896,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
24896,"Artiodactyla","Bovidae","Miotragocerus","indet.","\N","Bovinae",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
24896,"Proboscidea","Gomphotheriidae","Choerolophodon","pentelici","\N","\N",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","2974174","p","herbivore","br/gr","te","surficial","graviportal"
24896,"Artiodactyla","Suidae","Hippopotamodon","major","\N","Suinae",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","330000","o","omnivore","plant_dom","te","surficial","gen_quad"
24896,"Artiodactyla","Giraffidae","indet.","indet.","\N","\N",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
24896,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",8.9,7.6,42.0333,23.0833,"Bulgaria","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20086,"Carnivora","Hyaenidae","Adcrocuta","eximia","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","106892","a","carnivore","m/bone","te","surficial","gen_quad"
20086,"Artiodactyla","Bovidae","Miotragocerus","pannoniae","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","82429","p","herbivore","browse","te","surficial","\N"
20086,"Artiodactyla","Giraffidae","indet.","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20086,"Artiodactyla","Bovidae","Protoryx","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","br/gr","te","surficial","\N"
20086,"Artiodactyla","Cervidae","Cervavitus","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","browse","te","surficial","\N"
20086,"Perissodactyla","Rhinocerotidae","Aceratherium","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","browse","te","surficial","gen_quad"
20086,"Proboscidea","Deinotheriidae","Deinotherium","giganteum","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","11240000","p","herbivore","browse","te","surficial","graviportal"
20086,"Artiodactyla","Moschidae","Micromeryx","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20086,"Artiodactyla","Cervidae","Euprox","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20086,"Artiodactyla","Cervidae","Procapreolus","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","browse","te","surficial","\N"
20086,"Artiodactyla","Bovidae","Gazella","pilgrimi","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","18984","p","herbivore","\N","te","surficial","\N"
20086,"Artiodactyla","Bovidae","Palaeoryx","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20086,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","graze","te","surficial","hyper_curs"
20086,"Artiodactyla","Bovidae","Miotragocerus","valenciennesi","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","79572","p","herbivore","browse","te","surficial","cursorial"
20086,"Artiodactyla","Cervoidea","Orygotherium","heinzi","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20086,"Artiodactyla","Bovidae","Nisidorcas","indet.","\N","\N",8.9,7.6,47.1666666666667,16.35,"Austria","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20661,"Proboscidea","Gomphotheriidae","Anancus","arvernensis","\N","\N",2.46,3.5033333333333,44,79.7,"Kazakhstan","Eastern Kazakhstan","\N","\N","3827422","p","herbivore","br/gr","te","surficial","graviportal"
20802,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",2.07,2.59,40.3,70,"Tajikistan","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20802,"Proboscidea","Elephantidae","Mammuthus","meridionalis","\N","\N",2.07,2.59,40.3,70,"Tajikistan","\N","\N","\N","9843577","p","herbivore","graze","te","surficial","graviportal"
20802,"Perissodactyla","Rhinocerotidae","Stephanorhinus","indet.","\N","\N",2.07,2.59,40.3,70,"Tajikistan","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20802,"Artiodactyla","Camelidae","indet.","indet.","\N","\N",2.07,2.59,40.3,70,"Tajikistan","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20802,"Artiodactyla","Bovidae","Bison","indet.","\N","\N",2.07,2.59,40.3,70,"Tajikistan","\N","\N","\N","\N","p","herbivore","graze","te","surficial","cursorial"
20802,"Perissodactyla","Rhinocerotidae","Elasmotherium","caucasicum","\N","\N",2.07,2.59,40.3,70,"Tajikistan","\N","\N","\N","4938230","p","herbivore","graze","te","surficial","gen_quad"
20829,"Proboscidea","Elephantidae","Mammuthus","meridionalis","\N","\N",3.275,2.725,43.4,79,"Kazakhstan","Alma Ata region","\N","Koplay","\N","p","herbivore","br/gr","te","surficial","graviportal"
20830,"Carnivora","Felidae","Homotherium","indet.","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","\N","a","carnivore","meat_only","te","surficial","\N"
20830,"Perissodactyla","Equidae","Equus","stenonis","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","429622","p","herbivore","graze","te","surficial","cursorial"
20830,"Carnivora","Canidae","Canis","etruscus","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","20635","a","carnivore","meat","te","surficial","\N"
20830,"Perissodactyla","Rhinocerotidae","Stephanorhinus","indet.","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","\N","p","herbivore","\N","te","surficial","\N"
20830,"Artiodactyla","Bovidae","Leptobos","etruscus","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","570853","p","herbivore","graze","te","surficial","\N"
20830,"Artiodactyla","Bovidae","Gazellospira","indet.","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","\N","p","herbivore","\N","te","surficial","\N"
20830,"Artiodactyla","Bovidae","Gazella","gutturosa","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","23000","p","herbivore","\N","te","surficial","\N"
20830,"Carnivora","Canidae","Canis","chihliensis","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","\N","a","carnivore","meat","te","surficial","\N"
20830,"Artiodactyla","Cervidae","Cervus","elaphus","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","210223","p","herbivore","\N","te","surficial","\N"
20830,"Carnivora","Hyaenidae","Pachycrocuta","brevirostris","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","120000","a","carnivore","m/bone","te","surficial","gen_quad"
20830,"Proboscidea","Elephantidae","Mammuthus","meridionalis","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","\N","p","herbivore","br/gr","te","surficial","graviportal"
20830,"Artiodactyla","Bovidae","Gazella","subgutturosa","\N","\N",3,2.175,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj lower","23000","p","herbivore","\N","te","surficial","\N"
20832,"Artiodactyla","Cervidae","Cervus","indet.","\N","\N",2.45,1.9,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj upper","\N","p","herbivore","\N","te","surficial","\N"
20832,"Proboscidea","Elephantidae","Mammuthus","indet.","\N","\N",2.45,1.9,43.4,79,"Kazakhstan","Alma Ata region","Southern Zajsan area","Aktogaj upper","\N","p","herbivore","graze","te","surficial","graviportal"
20215,"Perissodactyla","Rhinocerotidae","Stephanorhinus","ringstroemi","\N","\N",9.9,5.3,40.533,35.267,"Turkey","\N","Kayseri","Kayseri Develi-Koprubasi: Koprubasi","\N","p","herbivore","browse","te","surficial","cursorial"
20418,"Artiodactyla","Suidae","Listriodon","splendens","\N","Listriodontinae",12.85,11.2,42.18,43.23,"Georgia","\N","\N","\N","165200","p","herbivore","browse","te","surficial","gen_quad"
21049,"Proboscidea","Gomphotheriidae","Anancus","indet.","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","\N","p","herbivore","br/gr","te","surficial","graviportal"
21049,"Perissodactyla","Equidae","Equus","stenonis","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","429622","p","herbivore","graze","te","surficial","cursorial"
21049,"Proboscidea","Elephantidae","Mammuthus","meridionalis","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","9843577","p","herbivore","graze","te","surficial","graviportal"
21049,"Artiodactyla","Cervidae","Croizetoceros","ramosus","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","45623","p","herbivore","\N","te","surficial","\N"
21049,"Artiodactyla","Cervidae","Cervus","philisi","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","20000","p","herbivore","\N","te","surficial","\N"
21049,"Artiodactyla","Cervidae","Eucladoceros","senezensis","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","337405","p","herbivore","\N","te","surficial","\N"
21049,"Artiodactyla","Bovidae","Gazella","borbonica","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","36287","p","herbivore","\N","te","surficial","\N"
21049,"Artiodactyla","Bovidae","Leptobos","etruscus","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","570853","p","herbivore","graze","te","surficial","\N"
21049,"Perissodactyla","Equidae","Equus","abeli","\N","\N",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","\N","p","herbivore","\N","te","\N","\N"
21049,"Perissodactyla","Equidae","indet.","indet.","\N","Hipparionini",5.3,2.725,36.893,27.289,"Greece","\N","Kos Island","\N","\N","p","herbivore","\N","te","\N","\N"
21883,"Proboscidea","indet.","indet.","indet.","\N","\N",12.85,11.2,48.733,21.217,"Slovakia","\N","\N","\N","\N","p","herbivore","\N","te","surficial","graviportal"
21883,"Carnivora","Viverridae","Lophocyon","carpathicus","\N","\N",12.85,11.2,48.733,21.217,"Slovakia","\N","\N","\N","\N","\N","\N","\N","te","\N","\N"
23330,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",11.2,7.1,39.25,33.152,"Turkey","\N","Ankara","Ankara Sereflikochinar-Kosker: Ankara Sereflikochisar-Kösker: Kosker","\N","p","herbivore","graze","te","surficial","hyper_curs"
20727,"Carnivora","Ursidae","Agriotherium","indet.","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","o","omnivore","\N","te","surficial","\N"
20727,"Artiodactyla","Suidae","Propotamochoerus","provincialis","\N","Suinae",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","160000","o","omnivore","plant_dom","te","surficial","gen_quad"
20727,"Perissodactyla","Rhinocerotidae","Aceratherium","incisivum","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","987988","p","herbivore","browse","te","surficial","gen_quad"
20727,"Perissodactyla","Rhinocerotidae","Dihoplus","pikermiensis","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","1479002","p","herbivore","browse","te","surficial","gen_quad"
20727,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","p","herbivore","graze","te","surficial","\N"
20727,"Carnivora","Felidae","Lynx","issiodorensis","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","30000","a","carnivore","meat_only","te","\N","\N"
20727,"Proboscidea","Gomphotheriidae","Anancus","arvernensis","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","3827422","p","herbivore","br/gr","te","surficial","graviportal"
20727,"Perissodactyla","Tapiridae","Tapirus","arvernensis","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","192382","p","herbivore","browse","te","surficial","gen_quad"
20727,"Carnivora","Canidae","Canis","indet.","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","\N","\N","\N","te","\N","\N"
20727,"Carnivora","Ursidae","Ursus","arvernensis","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","o","omnivore","\N","te","\N","\N"
20727,"Artiodactyla","Cervidae","Procapreolus","indet.","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","p","herbivore","browse","te","surficial","\N"
20727,"Perissodactyla","Equidae","Hipparion","gracile","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","p","herbivore","graze","te","surficial","cursorial"
20727,"Artiodactyla","Cervidae","Pseudalces","mirandus","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","p","herbivore","\N","te","surficial","\N"
20727,"Proboscidea","Deinotheriidae","Deinotherium","indet.","\N","\N",5.3,5,43.903,46.68,"Russia","Northern Caucasus","near Stavropol","\N","\N","p","herbivore","\N","te","\N","\N"
23071,"Proboscidea","Deinotheriidae","Prodeinotherium","bavaricum","\N","\N",23.8,5.3,48.083,19.75,"Hungary","\N","\N","\N","4400000","p","herbivore","\N","te","surficial","graviportal"
26943,"Proboscidea","Elephantidae","Mammuthus","africanus","\N","\N",5.33,2.59,35.4333333333333,4.17083333333333,"Chad","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
26943,"Proboscidea","Elephantidae","Primelephas","korotorensis","\N","\N",5.33,2.59,35.4333333333333,4.17083333333333,"Chad","\N","\N","\N","4136000","p","herbivore","\N","te","\N","\N"
23520,"Artiodactyla","Bovidae","indet.","indet.","\N","\N",7.6,7.1,39.063,32.844,"Turkey","\N","Konya","Konya Kulu-Kozanli","\N","p","herbivore","\N","te","surficial","\N"
23520,"Proboscidea","indet.","indet.","indet.","\N","\N",7.6,7.1,39.063,32.844,"Turkey","\N","Konya","Konya Kulu-Kozanli","\N","p","herbivore","\N","te","surficial","graviportal"
